SPCD,variant,n,rmse,bias,r2,common_name
41,CA,51,12.752926115008844,0.31001349561382335,0.8300727959225871,SPCD 41
41,NC,1000,14.810442088126925,0.1637234425735658,0.8690193265450274,SPCD 41
41,OC,54,17.129847455409976,8.32448166335581,0.8480094228770239,SPCD 41
41,OP,128,14.375229152732981,-0.6093044182561383,0.8613638185776518,SPCD 41
41,PN,61,17.87778916601943,-1.2055782047565282,0.811459661294133,SPCD 41
41,WC,1,181.8268200690775,-181.8268200690775,NA,SPCD 41
42,AK,5347,9.795813784110853,-0.07427621306523022,0.776717874081122,SPCD 42
42,BC,108,11.864033894129326,0.9488412029268917,0.8679000548740932,SPCD 42
42,EC,200,15.7728070691542,1.3298666667303116,0.7847549983602258,SPCD 42
42,OP,18,5.7756136859150145,3.296565600594523,0.956311420832092,SPCD 42
42,PN,80,10.56250822739931,0.8025862972976961,0.8965677820793548,SPCD 42
42,WC,397,13.20944066450767,0.3341998740025734,0.8479041918338208,SPCD 42
43,NE,79,10.895665917949536,1.5445494885770525,0.7160392174003845,SPCD 43
43,SN,34,7.5941705069552015,1.990082683583248,0.8470327669172671,SPCD 43
50,OC,1,8.91268750581397,-8.91268750581397,NA,SPCD 50
51,CR,29,9.69958875653504,6.894625090463011,0.07598995047760493,SPCD 51
52,CA,10,9.949352934918307,7.249488510640742,0.17398511495687985,SPCD 52
52,OC,2,14.13636970313111,-14.085314921372674,-0.8125800306902782,SPCD 52
52,SO,3,2.9979448380682414,-2.824173286601894,-9.111132408612516,SPCD 52
54,OC,4,40.21560304649827,37.04914439108396,-717.797657063787,SPCD 54
55,CA,32,3.4951011659642712,-1.7485462008320636,-0.480694807312098,SPCD 55
55,OC,20,5.632180532194104,-1.693733590083454,0.7811218882046108,SPCD 55
56,CA,7,2.485892190154857,-1.1802697525122317,-1.2939646899437327,SPCD 56
56,OC,4,2.5576160197721927,-1.830141606730972,-1.9072887575979345,SPCD 56
58,CR,1,3.1197708305408547,3.1197708305408547,NA,SPCD 58
58,SN,1,3.976911054409346,-3.976911054409346,NA,SPCD 58
59,CR,120,4.5871783354404245,-1.0817995365021384,0.1451952934237316,SPCD 59
61,SN,46,6.4568547212811,-3.060244361774652,0.27268598650457376,SPCD 61
62,CA,76,5.580109822022569,-1.5316853077137826,0.09105602919719225,SPCD 62
62,CR,14,2.999778694710545,-1.8334496224068375,-1.1378663691865492,SPCD 62
62,OC,157,6.277631703412852,-0.19224648906420022,0.05844807566923904,SPCD 62
62,SO,22,9.730750190204306,2.544826466422992,0.2052450464093023,SPCD 62
62,WS,283,4.093112215495392,0.22021323371679888,0.10812230716533944,SPCD 62
63,CR,1684,4.388095186134341,-0.1199588864667783,0.4813953488375784,SPCD 63
64,BC,514,8.252791617001227,0.24745542922099373,0.39404496777942744,SPCD 64
64,BM,2235,7.348325526119496,0.22276538424130485,0.5132481467236314,SPCD 64
64,CA,79,7.24354634502239,0.3969372599821381,0.5193829683777718,SPCD 64
64,CI,1077,7.182463670157193,0.3828888585375359,0.41383643909484014,SPCD 64
64,EC,202,6.814264057339231,0.7331453905121527,0.507221738354318,SPCD 64
64,OC,775,8.575368109193203,0.36747601225053084,0.4991773946933409,SPCD 64
64,OP,1199,7.983936214229146,0.607419213705339,0.45888954741240406,SPCD 64
64,SO,3808,7.716378908737653,-0.03265562051845577,0.46851220166564156,SPCD 64
64,UT,63,6.223605948965412,0.5883759100493431,0.2165945462058808,SPCD 64
64,WC,2,7.067452077371095,-6.7391759531080835,-0.387468857387139,SPCD 64
64,WS,447,11.198676619087601,0.7330551294983109,0.447648358764249,SPCD 64
65,BC,83,3.543238836231388,-0.7344943336951644,0.15856015359062214,SPCD 65
65,CI,152,3.1966821896556867,0.1525319443223725,-0.13168070782452568,SPCD 65
65,CR,4224,4.344959126743727,-0.22087230591106877,0.2659400126572241,SPCD 65
65,EM,150,4.237313264246509,-0.5914408899023259,-0.10815219948536448,SPCD 65
65,KT,80,3.632819599197273,-0.19168154510437635,-0.06335335999793212,SPCD 65
65,OC,82,5.1671334223200605,0.40037591320486654,0.30320179505643674,SPCD 65
65,SO,6,8.107051760300626,0.26346597402064553,-0.27688849260170834,SPCD 65
65,TT,1428,2.9889937803752904,0.010443796611543429,0.3767176506824411,SPCD 65
65,UT,14514,3.9992205340513727,0.09430648554912309,0.19305658640950485,SPCD 65
65,WS,223,5.137528219057014,0.3980774248675076,0.22476293074157216,SPCD 65
