year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2095,33,Oak-Pine,Medium,High,ACD,posterior_band,tcuft,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,1525.0,0.0,100
2095,33,Oak-Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,34,Oak-Pine,High,Low,ACD,posterior_band,tcuft,1883.0,1883.0,1883.0,1883.0,1883.0,1883.0,1883.0,0.0,100
2095,34,Oak-Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,35,Oak-Pine,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,35,Oak-Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,36,Oak-Pine,High,High,ACD,posterior_band,tcuft,1853.0,1853.0,1853.0,1853.0,1853.0,1853.0,1853.0,0.0,100
2095,36,Oak-Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,1,Spruce-Fir,Low,Low,ACD,posterior_band,tcuft,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,0.0,100
2100,1,Spruce-Fir,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,2,Spruce-Fir,Low,Medium,ACD,posterior_band,tcuft,757.0,757.0,757.0,757.0,757.0,757.0,757.0,0.0,100
2100,2,Spruce-Fir,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,3,Spruce-Fir,Low,High,ACD,posterior_band,tcuft,1242.0,1242.0,1242.0,1242.0,1242.0,1242.0,1242.0,0.0,100
2100,3,Spruce-Fir,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,4,Spruce-Fir,Medium,Low,ACD,posterior_band,tcuft,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,0.0,100
2100,4,Spruce-Fir,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,5,Spruce-Fir,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,6,Spruce-Fir,Medium,High,ACD,posterior_band,tcuft,1557.0,1557.0,1557.0,1557.0,1557.0,1557.0,1557.0,0.0,100
2100,6,Spruce-Fir,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,7,Spruce-Fir,High,Low,ACD,posterior_band,tcuft,2071.0,2071.0,2071.0,2071.0,2071.0,2071.0,2071.0,0.0,100
2100,7,Spruce-Fir,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,8,Spruce-Fir,High,Medium,ACD,posterior_band,tcuft,1639.0,1639.0,1639.0,1639.0,1639.0,1639.0,1639.0,0.0,100
2100,8,Spruce-Fir,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,9,Spruce-Fir,High,High,ACD,posterior_band,tcuft,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,1784.0,0.0,100
2100,9,Spruce-Fir,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,10,Northern-Hardwood,Low,Low,ACD,posterior_band,tcuft,579.0,579.0,579.0,579.0,579.0,579.0,579.0,0.0,100
2100,10,Northern-Hardwood,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,11,Northern-Hardwood,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,12,Northern-Hardwood,Low,High,ACD,posterior_band,tcuft,1068.0,1068.0,1068.0,1068.0,1068.0,1068.0,1068.0,0.0,100
2100,12,Northern-Hardwood,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,tcuft,1629.0,1629.0,1629.0,1629.0,1629.0,1629.0,1629.0,0.0,100
2100,13,Northern-Hardwood,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,tcuft,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,0.0,100
2100,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,15,Northern-Hardwood,Medium,High,ACD,posterior_band,tcuft,1608.0,1608.0,1608.0,1608.0,1608.0,1608.0,1608.0,0.0,100
2100,15,Northern-Hardwood,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,16,Northern-Hardwood,High,Low,ACD,posterior_band,tcuft,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0,0.0,100
2100,16,Northern-Hardwood,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,17,Northern-Hardwood,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,17,Northern-Hardwood,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,18,Northern-Hardwood,High,High,ACD,posterior_band,tcuft,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,1825.0,0.0,100
2100,18,Northern-Hardwood,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,19,Pine,Low,Low,ACD,posterior_band,tcuft,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,1271.0,0.0,100
2100,19,Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,20,Pine,Low,Medium,ACD,posterior_band,tcuft,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,1123.0,0.0,100
2100,20,Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,21,Pine,Low,High,ACD,posterior_band,tcuft,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,1272.0,0.0,100
2100,21,Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,22,Pine,Medium,Low,ACD,posterior_band,tcuft,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,1527.0,0.0,100
2100,22,Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,23,Pine,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,23,Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,24,Pine,Medium,High,ACD,posterior_band,tcuft,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,1516.0,0.0,100
2100,24,Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,25,Pine,High,Low,ACD,posterior_band,tcuft,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,0.0,100
2100,25,Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,26,Pine,High,Medium,ACD,posterior_band,tcuft,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,0.0,100
2100,26,Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,27,Pine,High,High,ACD,posterior_band,tcuft,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,1764.0,0.0,100
2100,27,Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,28,Oak-Pine,Low,Low,ACD,posterior_band,tcuft,913.0,913.0,913.0,913.0,913.0,913.0,913.0,0.0,100
2100,28,Oak-Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,29,Oak-Pine,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,29,Oak-Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,30,Oak-Pine,Low,High,ACD,posterior_band,tcuft,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,1357.0,0.0,100
2100,30,Oak-Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,31,Oak-Pine,Medium,Low,ACD,posterior_band,tcuft,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,0.0,100
2100,31,Oak-Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,32,Oak-Pine,Medium,Medium,ACD,posterior_band,tcuft,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,0.0,100
2100,32,Oak-Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,33,Oak-Pine,Medium,High,ACD,posterior_band,tcuft,1552.0,1552.0,1552.0,1552.0,1552.0,1552.0,1552.0,0.0,100
2100,33,Oak-Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,34,Oak-Pine,High,Low,ACD,posterior_band,tcuft,1897.0,1897.0,1897.0,1897.0,1897.0,1897.0,1897.0,0.0,100
2100,34,Oak-Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,35,Oak-Pine,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,35,Oak-Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2100,36,Oak-Pine,High,High,ACD,posterior_band,tcuft,1871.0,1871.0,1871.0,1871.0,1871.0,1871.0,1871.0,0.0,100
2100,36,Oak-Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,1,Spruce-Fir,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,1,Spruce-Fir,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,2,Spruce-Fir,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,2,Spruce-Fir,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,3,Spruce-Fir,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,3,Spruce-Fir,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,4,Spruce-Fir,Medium,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,4,Spruce-Fir,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,5,Spruce-Fir,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,6,Spruce-Fir,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,6,Spruce-Fir,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,7,Spruce-Fir,High,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,7,Spruce-Fir,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,8,Spruce-Fir,High,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,8,Spruce-Fir,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,9,Spruce-Fir,High,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,9,Spruce-Fir,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,10,Northern-Hardwood,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,10,Northern-Hardwood,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,11,Northern-Hardwood,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,12,Northern-Hardwood,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,12,Northern-Hardwood,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,13,Northern-Hardwood,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,15,Northern-Hardwood,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,15,Northern-Hardwood,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,16,Northern-Hardwood,High,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,16,Northern-Hardwood,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,17,Northern-Hardwood,High,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,17,Northern-Hardwood,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,18,Northern-Hardwood,High,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,18,Northern-Hardwood,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,19,Pine,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,19,Pine,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,20,Pine,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,20,Pine,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,21,Pine,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,21,Pine,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,22,Pine,Medium,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,22,Pine,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,23,Pine,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,23,Pine,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,24,Pine,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,24,Pine,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,25,Pine,High,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,25,Pine,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,26,Pine,High,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,26,Pine,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,27,Pine,High,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,27,Pine,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,28,Oak-Pine,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,28,Oak-Pine,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,29,Oak-Pine,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,29,Oak-Pine,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,30,Oak-Pine,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,30,Oak-Pine,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,31,Oak-Pine,Medium,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,31,Oak-Pine,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,32,Oak-Pine,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,32,Oak-Pine,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,33,Oak-Pine,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,33,Oak-Pine,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,34,Oak-Pine,High,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,34,Oak-Pine,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,35,Oak-Pine,High,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,35,Oak-Pine,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,36,Oak-Pine,High,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2000,36,Oak-Pine,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,1,Spruce-Fir,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,1,Spruce-Fir,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,2,Spruce-Fir,Low,Medium,ACD,posterior_band,mcuft,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,100
2005,2,Spruce-Fir,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,3,Spruce-Fir,Low,High,ACD,posterior_band,mcuft,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,100
2005,3,Spruce-Fir,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,4,Spruce-Fir,Medium,Low,ACD,posterior_band,mcuft,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,100
2005,4,Spruce-Fir,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,5,Spruce-Fir,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,6,Spruce-Fir,Medium,High,ACD,posterior_band,mcuft,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0.0,100
2005,6,Spruce-Fir,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,7,Spruce-Fir,High,Low,ACD,posterior_band,mcuft,114.0,114.0,114.0,114.0,114.0,114.0,114.0,0.0,100
2005,7,Spruce-Fir,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,8,Spruce-Fir,High,Medium,ACD,posterior_band,mcuft,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0,100
2005,8,Spruce-Fir,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,9,Spruce-Fir,High,High,ACD,posterior_band,mcuft,131.0,131.0,131.0,131.0,131.0,131.0,131.0,0.0,100
2005,9,Spruce-Fir,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,10,Northern-Hardwood,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,10,Northern-Hardwood,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,11,Northern-Hardwood,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,12,Northern-Hardwood,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,12,Northern-Hardwood,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,13,Northern-Hardwood,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,15,Northern-Hardwood,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,15,Northern-Hardwood,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,16,Northern-Hardwood,High,Low,ACD,posterior_band,mcuft,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,100
2005,16,Northern-Hardwood,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,17,Northern-Hardwood,High,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,17,Northern-Hardwood,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,18,Northern-Hardwood,High,High,ACD,posterior_band,mcuft,67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,100
2005,18,Northern-Hardwood,High,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,19,Pine,Low,Low,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,19,Pine,Low,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,20,Pine,Low,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,20,Pine,Low,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,21,Pine,Low,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,21,Pine,Low,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,22,Pine,Medium,Low,ACD,posterior_band,mcuft,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,100
2005,22,Pine,Medium,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,23,Pine,Medium,Medium,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,23,Pine,Medium,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,24,Pine,Medium,High,ACD,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,24,Pine,Medium,High,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,25,Pine,High,Low,ACD,posterior_band,mcuft,178.0,178.0,178.0,178.0,178.0,178.0,178.0,0.0,100
2005,25,Pine,High,Low,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2005,26,Pine,High,Medium,ACD,posterior_band,mcuft,93.0,93.0,93.0,93.0,93.0,93.0,93.0,0.0,100
2005,26,Pine,High,Medium,NE,posterior_band,mcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
