year,scenario,species_group,site_class,density_class,variant,config,variable,median,q025,q250,q500,q750,q975,mean,sd,n_draws
2085,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,5,Spruce-Fir,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,6,Spruce-Fir,Medium,High,ACD,posterior_band,tcuft,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,100
2085,6,Spruce-Fir,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,7,Spruce-Fir,High,Low,ACD,posterior_band,tcuft,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,0.0,100
2085,7,Spruce-Fir,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,8,Spruce-Fir,High,Medium,ACD,posterior_band,tcuft,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,0.0,100
2085,8,Spruce-Fir,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,9,Spruce-Fir,High,High,ACD,posterior_band,tcuft,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,0.0,100
2085,9,Spruce-Fir,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,10,Northern-Hardwood,Low,Low,ACD,posterior_band,tcuft,505.0,505.0,505.0,505.0,505.0,505.0,505.0,0.0,100
2085,10,Northern-Hardwood,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,11,Northern-Hardwood,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,12,Northern-Hardwood,Low,High,ACD,posterior_band,tcuft,923.0,923.0,923.0,923.0,923.0,923.0,923.0,0.0,100
2085,12,Northern-Hardwood,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,tcuft,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,0.0,100
2085,13,Northern-Hardwood,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,tcuft,971.0,971.0,971.0,971.0,971.0,971.0,971.0,0.0,100
2085,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,15,Northern-Hardwood,Medium,High,ACD,posterior_band,tcuft,1509.0,1509.0,1509.0,1509.0,1509.0,1509.0,1509.0,0.0,100
2085,15,Northern-Hardwood,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,16,Northern-Hardwood,High,Low,ACD,posterior_band,tcuft,1101.0,1101.0,1101.0,1101.0,1101.0,1101.0,1101.0,0.0,100
2085,16,Northern-Hardwood,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,17,Northern-Hardwood,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,17,Northern-Hardwood,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,18,Northern-Hardwood,High,High,ACD,posterior_band,tcuft,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,1706.0,0.0,100
2085,18,Northern-Hardwood,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,19,Pine,Low,Low,ACD,posterior_band,tcuft,1235.0,1235.0,1235.0,1235.0,1235.0,1235.0,1235.0,0.0,100
2085,19,Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,20,Pine,Low,Medium,ACD,posterior_band,tcuft,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,1018.0,0.0,100
2085,20,Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,21,Pine,Low,High,ACD,posterior_band,tcuft,1237.0,1237.0,1237.0,1237.0,1237.0,1237.0,1237.0,0.0,100
2085,21,Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,22,Pine,Medium,Low,ACD,posterior_band,tcuft,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,0.0,100
2085,22,Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,23,Pine,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,23,Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,24,Pine,Medium,High,ACD,posterior_band,tcuft,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,0.0,100
2085,24,Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,25,Pine,High,Low,ACD,posterior_band,tcuft,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,1715.0,0.0,100
2085,25,Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,26,Pine,High,Medium,ACD,posterior_band,tcuft,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,0.0,100
2085,26,Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,27,Pine,High,High,ACD,posterior_band,tcuft,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,1716.0,0.0,100
2085,27,Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,28,Oak-Pine,Low,Low,ACD,posterior_band,tcuft,802.0,802.0,802.0,802.0,802.0,802.0,802.0,0.0,100
2085,28,Oak-Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,29,Oak-Pine,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,29,Oak-Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,30,Oak-Pine,Low,High,ACD,posterior_band,tcuft,1305.0,1305.0,1305.0,1305.0,1305.0,1305.0,1305.0,0.0,100
2085,30,Oak-Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,31,Oak-Pine,Medium,Low,ACD,posterior_band,tcuft,1563.0,1563.0,1563.0,1563.0,1563.0,1563.0,1563.0,0.0,100
2085,31,Oak-Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,32,Oak-Pine,Medium,Medium,ACD,posterior_band,tcuft,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,1273.0,0.0,100
2085,32,Oak-Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,33,Oak-Pine,Medium,High,ACD,posterior_band,tcuft,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,0.0,100
2085,33,Oak-Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,34,Oak-Pine,High,Low,ACD,posterior_band,tcuft,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,0.0,100
2085,34,Oak-Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,35,Oak-Pine,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,35,Oak-Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2085,36,Oak-Pine,High,High,ACD,posterior_band,tcuft,1812.0,1812.0,1812.0,1812.0,1812.0,1812.0,1812.0,0.0,100
2085,36,Oak-Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,1,Spruce-Fir,Low,Low,ACD,posterior_band,tcuft,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,1118.0,0.0,100
2090,1,Spruce-Fir,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,2,Spruce-Fir,Low,Medium,ACD,posterior_band,tcuft,688.0,688.0,688.0,688.0,688.0,688.0,688.0,0.0,100
2090,2,Spruce-Fir,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,3,Spruce-Fir,Low,High,ACD,posterior_band,tcuft,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,0.0,100
2090,3,Spruce-Fir,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,4,Spruce-Fir,Medium,Low,ACD,posterior_band,tcuft,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,0.0,100
2090,4,Spruce-Fir,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,5,Spruce-Fir,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,6,Spruce-Fir,Medium,High,ACD,posterior_band,tcuft,1522.0,1522.0,1522.0,1522.0,1522.0,1522.0,1522.0,0.0,100
2090,6,Spruce-Fir,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,7,Spruce-Fir,High,Low,ACD,posterior_band,tcuft,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,2036.0,0.0,100
2090,7,Spruce-Fir,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,8,Spruce-Fir,High,Medium,ACD,posterior_band,tcuft,1515.0,1515.0,1515.0,1515.0,1515.0,1515.0,1515.0,0.0,100
2090,8,Spruce-Fir,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,9,Spruce-Fir,High,High,ACD,posterior_band,tcuft,1743.0,1743.0,1743.0,1743.0,1743.0,1743.0,1743.0,0.0,100
2090,9,Spruce-Fir,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,10,Northern-Hardwood,Low,Low,ACD,posterior_band,tcuft,530.0,530.0,530.0,530.0,530.0,530.0,530.0,0.0,100
2090,10,Northern-Hardwood,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,11,Northern-Hardwood,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,12,Northern-Hardwood,Low,High,ACD,posterior_band,tcuft,971.0,971.0,971.0,971.0,971.0,971.0,971.0,0.0,100
2090,12,Northern-Hardwood,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,tcuft,1467.0,1467.0,1467.0,1467.0,1467.0,1467.0,1467.0,0.0,100
2090,13,Northern-Hardwood,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,tcuft,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,0.0,100
2090,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,15,Northern-Hardwood,Medium,High,ACD,posterior_band,tcuft,1544.0,1544.0,1544.0,1544.0,1544.0,1544.0,1544.0,0.0,100
2090,15,Northern-Hardwood,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,16,Northern-Hardwood,High,Low,ACD,posterior_band,tcuft,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,0.0,100
2090,16,Northern-Hardwood,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,17,Northern-Hardwood,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,17,Northern-Hardwood,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,18,Northern-Hardwood,High,High,ACD,posterior_band,tcuft,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,1748.0,0.0,100
2090,18,Northern-Hardwood,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,19,Pine,Low,Low,ACD,posterior_band,tcuft,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,0.0,100
2090,19,Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,20,Pine,Low,Medium,ACD,posterior_band,tcuft,1055.0,1055.0,1055.0,1055.0,1055.0,1055.0,1055.0,0.0,100
2090,20,Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,21,Pine,Low,High,ACD,posterior_band,tcuft,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,0.0,100
2090,21,Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,22,Pine,Medium,Low,ACD,posterior_band,tcuft,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,1499.0,0.0,100
2090,22,Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,23,Pine,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,23,Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,24,Pine,Medium,High,ACD,posterior_band,tcuft,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,0.0,100
2090,24,Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,25,Pine,High,Low,ACD,posterior_band,tcuft,1733.0,1733.0,1733.0,1733.0,1733.0,1733.0,1733.0,0.0,100
2090,25,Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,26,Pine,High,Medium,ACD,posterior_band,tcuft,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,0.0,100
2090,26,Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,27,Pine,High,High,ACD,posterior_band,tcuft,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,1734.0,0.0,100
2090,27,Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,28,Oak-Pine,Low,Low,ACD,posterior_band,tcuft,837.0,837.0,837.0,837.0,837.0,837.0,837.0,0.0,100
2090,28,Oak-Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,29,Oak-Pine,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,29,Oak-Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,30,Oak-Pine,Low,High,ACD,posterior_band,tcuft,1325.0,1325.0,1325.0,1325.0,1325.0,1325.0,1325.0,0.0,100
2090,30,Oak-Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,31,Oak-Pine,Medium,Low,ACD,posterior_band,tcuft,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,0.0,100
2090,31,Oak-Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,32,Oak-Pine,Medium,Medium,ACD,posterior_band,tcuft,1332.0,1332.0,1332.0,1332.0,1332.0,1332.0,1332.0,0.0,100
2090,32,Oak-Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,33,Oak-Pine,Medium,High,ACD,posterior_band,tcuft,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,0.0,100
2090,33,Oak-Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,34,Oak-Pine,High,Low,ACD,posterior_band,tcuft,1866.0,1866.0,1866.0,1866.0,1866.0,1866.0,1866.0,0.0,100
2090,34,Oak-Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,35,Oak-Pine,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,35,Oak-Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2090,36,Oak-Pine,High,High,ACD,posterior_band,tcuft,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,1835.0,0.0,100
2090,36,Oak-Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,1,Spruce-Fir,Low,Low,ACD,posterior_band,tcuft,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,0.0,100
2095,1,Spruce-Fir,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,2,Spruce-Fir,Low,Medium,ACD,posterior_band,tcuft,723.0,723.0,723.0,723.0,723.0,723.0,723.0,0.0,100
2095,2,Spruce-Fir,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,3,Spruce-Fir,Low,High,ACD,posterior_band,tcuft,1228.0,1228.0,1228.0,1228.0,1228.0,1228.0,1228.0,0.0,100
2095,3,Spruce-Fir,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,4,Spruce-Fir,Medium,Low,ACD,posterior_band,tcuft,1156.0,1156.0,1156.0,1156.0,1156.0,1156.0,1156.0,0.0,100
2095,4,Spruce-Fir,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,5,Spruce-Fir,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,5,Spruce-Fir,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,6,Spruce-Fir,Medium,High,ACD,posterior_band,tcuft,1541.0,1541.0,1541.0,1541.0,1541.0,1541.0,1541.0,0.0,100
2095,6,Spruce-Fir,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,7,Spruce-Fir,High,Low,ACD,posterior_band,tcuft,2055.0,2055.0,2055.0,2055.0,2055.0,2055.0,2055.0,0.0,100
2095,7,Spruce-Fir,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,8,Spruce-Fir,High,Medium,ACD,posterior_band,tcuft,1578.0,1578.0,1578.0,1578.0,1578.0,1578.0,1578.0,0.0,100
2095,8,Spruce-Fir,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,9,Spruce-Fir,High,High,ACD,posterior_band,tcuft,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,1765.0,0.0,100
2095,9,Spruce-Fir,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,10,Northern-Hardwood,Low,Low,ACD,posterior_band,tcuft,555.0,555.0,555.0,555.0,555.0,555.0,555.0,0.0,100
2095,10,Northern-Hardwood,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,11,Northern-Hardwood,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,11,Northern-Hardwood,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,12,Northern-Hardwood,Low,High,ACD,posterior_band,tcuft,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,0.0,100
2095,12,Northern-Hardwood,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,13,Northern-Hardwood,Medium,Low,ACD,posterior_band,tcuft,1548.0,1548.0,1548.0,1548.0,1548.0,1548.0,1548.0,0.0,100
2095,13,Northern-Hardwood,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,14,Northern-Hardwood,Medium,Medium,ACD,posterior_band,tcuft,1088.0,1088.0,1088.0,1088.0,1088.0,1088.0,1088.0,0.0,100
2095,14,Northern-Hardwood,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,15,Northern-Hardwood,Medium,High,ACD,posterior_band,tcuft,1578.0,1578.0,1578.0,1578.0,1578.0,1578.0,1578.0,0.0,100
2095,15,Northern-Hardwood,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,16,Northern-Hardwood,High,Low,ACD,posterior_band,tcuft,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,1217.0,0.0,100
2095,16,Northern-Hardwood,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,17,Northern-Hardwood,High,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,17,Northern-Hardwood,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,18,Northern-Hardwood,High,High,ACD,posterior_band,tcuft,1788.0,1788.0,1788.0,1788.0,1788.0,1788.0,1788.0,0.0,100
2095,18,Northern-Hardwood,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,19,Pine,Low,Low,ACD,posterior_band,tcuft,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,1260.0,0.0,100
2095,19,Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,20,Pine,Low,Medium,ACD,posterior_band,tcuft,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,0.0,100
2095,20,Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,21,Pine,Low,High,ACD,posterior_band,tcuft,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,0.0,100
2095,21,Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,22,Pine,Medium,Low,ACD,posterior_band,tcuft,1515.0,1515.0,1515.0,1515.0,1515.0,1515.0,1515.0,0.0,100
2095,22,Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,23,Pine,Medium,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,23,Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,24,Pine,Medium,High,ACD,posterior_band,tcuft,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,0.0,100
2095,24,Pine,Medium,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,25,Pine,High,Low,ACD,posterior_band,tcuft,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,0.0,100
2095,25,Pine,High,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,26,Pine,High,Medium,ACD,posterior_band,tcuft,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,0.0,100
2095,26,Pine,High,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,27,Pine,High,High,ACD,posterior_band,tcuft,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,0.0,100
2095,27,Pine,High,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,28,Oak-Pine,Low,Low,ACD,posterior_band,tcuft,881.0,881.0,881.0,881.0,881.0,881.0,881.0,0.0,100
2095,28,Oak-Pine,Low,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,29,Oak-Pine,Low,Medium,ACD,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,29,Oak-Pine,Low,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,30,Oak-Pine,Low,High,ACD,posterior_band,tcuft,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,0.0,100
2095,30,Oak-Pine,Low,High,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,31,Oak-Pine,Medium,Low,ACD,posterior_band,tcuft,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,0.0,100
2095,31,Oak-Pine,Medium,Low,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
2095,32,Oak-Pine,Medium,Medium,ACD,posterior_band,tcuft,1389.0,1389.0,1389.0,1389.0,1389.0,1389.0,1389.0,0.0,100
2095,32,Oak-Pine,Medium,Medium,NE,posterior_band,tcuft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
