PLOT,MEASYEAR,PUB_LAT,PUB_LONG,FIRST_CN,FIRST_PLTCN,COUNTYCD,FIRST_INVYR,ALL_TRTCD,CYCLE5_MMT,CYCLE6_MMT,CYCLE7_MMT,CYCLE8_MMT,2021
761,1999,44.88932,-69.94827,71902377010538,52705919010538,25,1999,0,0,0,0,0,0
762,2000,44.90271,-67.53495,71995184010538,52854405010538,29,2000,10,0.364,0.312,0.345,0.399,0.433
763,2000,45.42378,-70.25797,71986364010538,52845155010538,25,2000,0,0.338,0.348,0.359,0.363,0.376
764,1999,45.59761,-68.3375,71933120010538,52747514010538,3,1999,10,0.269,0.077,0.139,0.152,0.187
765,1999,45.17945,-69.29082,71880195010538,52683582010538,21,1999,10,0.087,0.104,0.142,0.056,0.092
766,2001,45.98256,-70.14611,70197033010538,52931457010538,25,2001,0,0.033,0.095,0.184,0.171,0.233
767,2001,44.88828,-69.6018,70198692010538,52933107010538,25,2001,10,0.117,0.094,0.136,0.19,0.074
768,2000,44.78406,-69.99187,71981853010538,52840438010538,25,2000,0,0.104,0.073,0.073,0.054,0.039
769,2001,46.30272,-67.86764,70132133010538,52908963010538,3,2001,0,0.021,0.023,0.018,0.019,0.014
770,2000,46.56949,-69.48178,71976619010538,52834998010538,21,2000,10,0.268,0.255,0.025,0.048,0.081
771,1999,45.0709,-67.23852,71909381010538,52713178010538,29,1999,10,0.215,0.153,0.189,0.227,0.283
772,2000,47.05744,-68.44787,72026320010538,52769979010538,3,2000,10,0.18,0.196,0.121,0.144,0.166
773,2001,45.67965,-68.91206,70183157010538,52917141010538,21,2001,0,0.477,0.532,0.454,0.465,0.425
774,2001,44.63322,-68.71612,70158118010538,52877575010538,9,2001,0,0.288,0.301,0.352,0.391,0.444
775,1999,44.59372,-67.6771,71909003010538,52712797010538,29,1999,0,0.011,0.02,0,0.041,0.073
776,2001,44.28792,-70.32978,70163680010538,52883388010538,17,2001,0,0,0,0,0,0
777,2001,43.99274,-70.41488,70147899010538,52866978010538,5,2001,10,0.219,0.246,0.168,0.177,0.247
778,2000,46.47327,-69.37062,71975567010538,52833928010538,21,2000,0,0.084,0.087,0.052,0.078,0.105
779,1999,44.61627,-70.93195,71923737010538,52758810010538,17,1999,0,0.369,0.376,0.393,0.441,0.524
780,1999,46.60689,-69.48944,71929587010538,52743791010538,3,1999,10,0.29,0.151,0.145,0.202,0.249
781,1999,45.81073,-68.7614,71924925010538,52759992010538,19,1999,0,0.309,0.328,0.382,0.402,0.423
782,2001,45.39328,-69.05082,70178146010538,52911795010538,21,2001,0,0.059,0.056,0.055,0.056,0
783,2001,45.1731,-70.58846,70150050010538,52869316010538,7,2001,10,0.242,0.223,0.252,0.088,0.111
784,2000,44.32569,-70.74654,72007851010538,52795141010538,17,2000,10,0.188,0.213,0.241,0.251,0.297
785,2001,47.18719,-68.08645,70133837010538,52860468010538,3,2001,0,0.201,0.255,0.307,0.334,0.313
786,2001,45.16209,-68.0693,70156813010538,52876242010538,9,2001,10,0.285,0.132,0.164,0.194,0.2
787,1999,43.82845,-70.21128,71948048010538,52725319010538,5,1999,10,0.323,0.347,0.395,0.428,0.435
788,1999,45.05375,-70.01802,71898602010538,52702104010538,25,1999,10,0.316,0.271,0.146,0.165,0.18
789,2001,44.97395,-67.84085,70121266010538,52938450010538,29,2001,10,0.24,0.295,0.348,0.35,0.397
790,2000,45.29734,-70.99558,71924804010538,52759890010538,17,1999,10,0.202,0.034,0.041,0.029,0.049
791,2000,46.23486,-68.16879,72023318010538,52819919010538,3,2000,10,0.369,0.415,0.169,0.198,0.226
792,2000,44.04401,-69.93406,71891709010538,52695057010538,23,1999,0,0,0,0,0,0
793,2001,43.45241,-70.61275,70125937010538,52943276010538,31,2001,0,0.101,0.109,0.133,0.157,0.17
794,2000,44.24305,-70.20974,72011552010538,52806459010538,1,2000,0,0.127,0.155,0.246,0.322,0.383
795,2000,44.70706,-68.87987,72009892010538,52797182010538,19,2000,0,0.022,0.042,0.074,0.104,0.122
796,1999,44.04445,-70.15552,72160243010538,52741926010538,1,1999,0,0.222,0.285,0.34,0.399,0.439
797,1999,44.49637,-68.12756,71955272010538,52732581010538,9,1999,0,0.106,0.145,0.137,0.154,0.003
798,2001,44.11473,-70.10229,70140398010538,52896991010538,1,2001,0,0,0,0,0,0
799,1999,44.3315,-69.12525,71903945010538,53116202010538,27,1999,0,0.009,0.009,0.009,0.009,0.009
800,2000,45.67786,-70.42815,71988613010538,52847440010538,25,2000,10,0.259,0.223,0.222,0.252,0.336
801,2000,44.22442,-68.69366,72037893010538,52781678010538,9,2000,0,0.488,0.498,0.472,0.502,0.562
802,2001,46.66695,-69.37462,70129790010538,52906501010538,3,2001,0,0.063,0.115,0.168,0.226,0.278
803,2000,47.39644,-69.23129,71945435010538,52722733010538,3,1999,10,0.137,0.158,0.195,0.097,0.124
804,1999,45.25144,-71.02234,71924442010538,52759522010538,17,1999,10,0.087,0.094,0.098,0.125,0.132
805,1999,45.61068,-68.7567,71959523010538,52764371010538,19,1999,50,0.291,0.294,0.297,0.29,0.293
806,2000,44.88963,-68.34915,72039290010538,52783215010538,9,2000,0,0.319,0.337,0.347,0.396,0.417
807,2000,45.15451,-70.05561,71982211010538,52840807010538,25,2000,10,0.367,0.046,0.012,0.019,0.062
808,1999,47.01647,-69.56853,71932262010538,52746607010538,3,1999,10,0.048,0.083,0.119,0.163,0.185
809,1999,44.72891,-68.71284,71962006010538,52766900010538,19,1999,10,0.291,0.148,0.133,0.152,0.038
810,2001,45.3017,-69.93826,70198286010538,52932732010538,25,2001,0,0.028,0.022,0.03,0.037,0.036
811,2001,44.32523,-69.93921,70161023010538,52880599010538,11,2001,0,0.104,0.14,0.201,0.245,0.284
812,2001,43.55211,-70.54178,70126151010538,52943497010538,31,2001,0,0,0,0,0,0
813,2000,44.63132,-68.33485,72039466010538,52783399010538,9,2000,0,0.124,0.153,0.2,0.188,0.213
814,1999,43.72919,-70.52751,71947854010538,52725118010538,5,1999,0,0.35,0.421,0.383,0.409,0.452
815,1999,45.60044,-68.18605,71960525010538,52765400010538,19,1999,0,0.282,0.306,0.317,0.331,0.341
816,2001,44.52152,-68.01633,70154022010538,52873317010538,9,2001,10,0.18,0.123,0.027,0.055,0.081
817,1999,46.24338,-69.59812,71889261010538,52692734010538,21,1999,10,0.485,0.2,0.223,0.266,0.29
818,2000,44.23313,-70.05025,72001548010538,52788527010538,11,2000,0,0.137,0.037,0.161,0.18,0.185
819,2000,44.5356,-70.57272,72007569010538,52794807010538,17,2000,10,0.092,0.068,0.082,0.096,0.089
820,2001,45.17516,-67.65225,70123720010538,52940992010538,29,2001,10,0.257,0.3,0.144,0.17,0.185
821,2001,46.11758,-69.8419,70189665010538,52923757010538,25,2001,0,0.033,0.067,0.131,0.191,0.228
822,1999,44.12427,-69.16975,71916905010538,52736682010538,13,1999,0,0.231,0.206,0.21,0.119,0.139
823,2001,45.60325,-70.27662,70190492010538,52924617010538,25,2001,0,0.407,0.388,0.417,0.426,0.351
824,2001,46.31165,-69.67351,70187544010538,52921612010538,21,2001,0,0.158,0.118,0.145,0.175,0.034
825,1999,45.74391,-70.02394,71899617010538,52703129010538,25,1999,0,0.043,0.091,0.102,0.143,0.113
826,2001,47.19684,-69.30477,70138139010538,52864828010538,3,2001,10,0.214,0.256,0.129,0.146,0.154
827,1999,43.9567,-69.94797,71891103010538,52694543010538,23,1999,0,0.225,0.234,0.264,0.282,0.32
828,2000,45.1581,-70.66548,72037266010538,52781156010538,7,2000,50,0.148,0.211,0.228,0.101,0.116
829,2000,45.57633,-69.54603,71971145010538,52829416010538,21,2000,0,0.036,0.044,0.049,0.052,0.053
830,2000,44.88406,-67.83771,71912336010538,52716155010538,29,1999,0,0.25,0.233,0.309,0.335,0.374
831,1999,44.32971,-69.81898,71915309010538,52735074010538,11,1999,0,0,0,0,0,0
832,1999,44.80271,-67.1854,71906984010538,52710635010538,29,1999,10,0.088,0.1,0.158,0.208,0.266
833,2000,45.71467,-69.99451,71980780010538,52839249010538,25,2000,0,0.013,0.02,0.039,0.059,0.039
834,2001,46.09406,-67.89141,70130476010538,52907216010538,3,2001,10,0.019,0.005,0.012,0.02,0.027
835,2000,45.30455,-68.88495,71889876010538,52693354010538,21,1999,10,0.337,0.293,0.133,0.174,0.206
836,1999,45.16423,-67.93737,71912070010538,52715886010538,29,1999,0,0.231,0.291,0.377,0.451,0.547
837,1999,44.90344,-69.51262,71892048010538,52695400010538,25,1999,0,0.328,0.335,0.356,0.381,0.41
838,2000,46.51995,-67.90513,72018195010538,52813517010538,3,2000,10,0.2,0.188,0.237,0.02,0.015
839,2000,44.68313,-69.0832,71965586010538,52823515010538,19,2000,10,0.265,0.281,0.296,0.108,0.164
840,2000,45.77459,-69.38539,71970167010538,52828391010538,21,2000,10,0.227,0.284,0.154,0.173,0.145
841,1999,43.54579,-70.84187,71912852010538,52716658010538,31,1999,10,0.246,0.327,0.157,0.236,0.193
842,2001,46.68524,-68.94814,70135629010538,52862297010538,3,2001,10,0.371,0.307,0.235,0.247,0.256
843,2000,43.90288,-70.50806,72032923010538,52776627010538,5,2000,10,0.28,0.277,0.318,0.282,0.315
844,2000,44.8436,-68.71514,72044615010538,52800480010538,19,2000,0,0,0,0,0,0
845,1999,45.30151,-67.81397,71905823010538,52709455010538,29,1999,0,0.246,0.327,0.352,0.404,0.458
846,2001,44.76662,-68.0099,70124183010538,52941461010538,29,2001,0,0.148,0.185,0.236,0.287,0.312
847,2001,45.00295,-70.37043,70151656010538,52870944010538,7,2001,0,0.204,0.271,0.284,0.32,0.357
848,2000,44.67146,-67.65375,71998331010538,52857633010538,29,2000,10,0,0,0.02,0.014,0
849,2000,44.64416,-70.87964,72008150010538,52795444010538,17,2000,10,0.275,0.174,0.179,0.22,0.248
850,2000,46.822,-69.06665,72027681010538,52771351010538,3,2000,0,0.288,0.304,0.326,0.381,0.4
851,2001,44.98186,-70.18271,70151344010538,52870626010538,7,2001,10,0.051,0.074,0.105,0.097,0.124
852,2001,45.12736,-70.84171,70166431010538,52886246010538,17,2001,10,0.254,0.295,0.237,0.049,0.072
853,1999,44.72547,-68.16763,71954934010538,52732237010538,9,1999,10,0.506,0.473,0.09,0.01,0.054
854,2001,45.79388,-69.31551,70176898010538,52910492010538,21,2001,0,0.143,0.034,0.037,0.049,0.055
855,2001,46.55641,-68.03197,70133026010538,52859629010538,3,2001,0,0.032,0.038,0.083,0.124,0.2
856,1999,43.48324,-70.48795,71913737010538,52717554010538,31,1999,0,0,0,0,0,0
857,1999,44.43332,-68.96937,71903238010538,52706767010538,27,1999,10,0.235,0.272,0.321,0.369,0.401
858,2000,46.55121,-67.79527,71945843010538,52723113010538,3,1999,0,0.001,0.008,0.019,0.058,0.095
859,2000,46.05295,-69.25199,71967863010538,52826011010538,21,2000,0,0.115,0.187,0.239,0.279,0.359
860,1999,45.70227,-69.4735,71880832010538,52684227010538,21,1999,0,0.214,0.205,0.253,0.293,0.037
861,1999,46.29017,-68.33259,71932966010538,52747356010538,3,1999,10,0.097,0.145,0.164,0.206,0.213
862,1999,44.74763,-67.72403,71910121010538,52713920010538,29,1999,0,0.032,0.066,0.128,0.201,0.284
863,2001,45.18801,-69.26473,70178999010538,52912709010538,21,2001,0,0.005,0.003,0.003,0.004,0.006
864,2000,44.91783,-68.12008,72039053010538,52782972010538,9,2000,0,0.179,0.248,0.3,0.365,0.049
865,1999,46.98747,-68.72669,71934547010538,52749034010538,3,1999,10,0.157,0.169,0.002,0.005,0.016
866,1999,44.94339,-70.87161,71921014010538,52756062010538,17,1999,0,0.32,0.398,0.508,0.536,0.348
867,2001,45.35556,-70.06657,70192798010538,52927054010538,25,2001,10,0.252,0.269,0.323,0.128,0.133
868,1999,45.89075,-68.70738,71876244010538,52679321010538,19,1999,0,0.208,0.235,0.29,0.334,0.384
869,2001,45.13335,-69.22582,70181640010538,52915485010538,21,2001,10,0.168,0.173,0.212,0.28,0.276
870,2001,44.85407,-68.55934,70171496010538,52891638010538,19,2001,10,0.267,0.024,0.044,0.042,0
871,2000,45.96855,-69.60189,71976451010538,52834828010538,21,2000,0,0.246,0.232,0.271,0.309,0.405
872,2000,45.33553,-70.2953,71980199010538,52838628010538,25,2000,0,0.23,0.267,0.181,0.208,0.189
873,2000,45.91235,-69.84845,71985568010538,52844347010538,25,2000,0,0.126,0.139,0.182,0.219,0.258
874,1999,46.5475,-69.54962,71889668010538,52693145010538,21,1999,0,0.005,0.052,0.126,0.193,0.253
875,2001,44.6976,-70.42033,70152205010538,52871501010538,7,2001,0,0,0,0,0,0
876,2000,46.83997,-69.24452,72015462010538,52810595010538,3,2000,0,0.148,0.155,0.158,0.16,0.161
877,1999,46.80731,-69.14262,71935035010538,52749567010538,3,1999,20,0.301,0,0,0.031,0.097
878,2001,45.37656,-69.66889,70179678010538,52913413010538,21,2001,10,0.099,0.112,0.152,0.25,0.263
879,2001,45.67605,-67.83971,70129577010538,52906283010538,3,2001,0,0.21,0.225,0.308,0.379,0.445
880,2001,44.10956,-69.33483,70161735010538,52881334010538,15,2001,0,0.358,0.301,0.333,0.334,0.349
881,2000,46.11708,-69.68917,71966929010538,52824963010538,21,2000,10,0.298,0.252,0.108,0.138,0.197
882,2000,43.81747,-70.37078,72032506010538,52776180010538,5,2000,10,0.235,0.252,0.288,0.315,0.316
883,2001,47.05932,-68.82457,70136009010538,52862683010538,3,2001,10,0.241,0.263,0.298,0.196,0.231
884,1999,45.39938,-67.94866,71911909010538,52715721010538,29,1999,10,0.357,0.06,0.096,0.139,0.172
885,2001,46.8485,-69.64057,70146934010538,52903830010538,3,2001,0,0.147,0.176,0.217,0.247,0.297
886,2000,44.87733,-67.59722,71995583010538,52854807010538,29,2000,10,0.078,0.091,0.13,0.146,0.175
887,2000,44.83428,-67.35625,71995020010538,52854236010538,29,2000,0,0,0,0,0,0
888,2001,46.23137,-67.92595,70129305010538,52905967010538,3,2001,10,0.084,0.075,0.017,0.029,0.073
889,1999,45.42945,-70.51838,71949306010538,52726602010538,7,1999,0,0.253,0.271,0.251,0.25,0.276
890,2000,45.11164,-67.76797,71993910010538,52853091010538,29,2000,0,0.137,0.174,0.251,0.316,0.384
891,2001,45.62759,-68.07324,70170439010538,52890483010538,19,2001,0,0.044,0.075,0.115,0.141,0.182
892,2001,46.39825,-67.97758,70132176010538,52909008010538,3,2001,0,0.147,0.19,0.155,0.198,0.076
893,2001,45.47265,-68.00186,70168203010538,52888058010538,19,2001,0,0,0,0,0,0
894,2001,46.02926,-68.11126,70141868010538,52898416010538,3,2001,0,0.155,0.198,0.24,0.306,0.366
895,2000,44.16925,-70.86683,72007980010538,52795271010538,17,2000,10,0.286,0.345,0.393,0.431,0.51
896,2000,45.26618,-70.95966,72009052010538,52796363010538,17,2000,10,0.319,0.257,0.329,0.11,0.11
897,2000,46.34162,-68.34068,72031221010538,52774920010538,3,2000,10,0.3,0.319,0.339,0.21,0.122
898,1999,46.5672,-69.7213,71900809010538,52704336010538,25,1999,0,0.352,0.331,0.37,0.359,0.361
899,1999,44.64832,-67.60452,71910002010538,52713800010538,29,1999,10,0.173,0.204,0.256,0.295,0.362
900,1999,44.15078,-68.4252,71954774010538,52732075010538,9,1999,0,0,0,0,0,0
901,2000,44.46919,-68.88707,71905326010538,52708930010538,27,1999,0,0.031,0.054,0.069,0.106,0.126
902,2000,44.37255,-69.93709,72000507010538,52787461010538,11,2000,0,0.217,0.276,0.346,0.409,0.449
903,1999,44.02668,-69.29658,71917346010538,52737129010538,13,1999,10,0.331,0.301,0.202,0.253,0.138
904,1999,46.26266,-69.19094,71880425010538,52683817010538,21,1999,10,0.193,0.219,0.256,0.277,0.162
905,1999,44.77345,-69.04898,71959716010538,52764571010538,19,1999,0,0.074,0.115,0.153,0.225,0.238
906,1999,46.63095,-67.83811,71928939010538,52743089010538,3,1999,0,0.106,0.131,0.197,0.288,0.345
907,1999,44.28997,-70.01021,71916659010538,52736434010538,11,1999,0,0.24,0.247,0.295,0.331,0.344
908,1999,45.3415,-67.57952,71908941010538,52712731010538,29,1999,0,0.016,0.021,0.036,0.049,0.087
909,1999,45.28305,-70.02921,71895798010538,52699272010538,25,1999,0,0,0,0,0,0
910,1999,44.02199,-69.87054,71891393010538,52694739010538,23,1999,10,0.341,0.334,0.4,0.474,0.226
911,2001,46.37002,-69.00399,70182053010538,52915913010538,21,2001,10,0.287,0.259,0.305,0.12,0.136
912,2000,46.22046,-68.2208,72020470010538,52815918010538,3,2000,10,0.042,0.079,0.088,0.1,0.157
913,2001,45.28124,-68.35489,70173124010538,52893318010538,19,2001,0,0.159,0.196,0.186,0.168,0.123
914,1999,45.01112,-67.91339,71908280010538,52712035010538,29,1999,10,0.122,0.139,0.081,0.101,0.117
915,2000,45.33423,-69.76888,71981019010538,52839494010538,25,2000,0,0.006,0.022,0.065,0.097,0.105
916,2001,44.31132,-68.61042,70154514010538,52873891010538,9,2001,0,0.347,0.348,0.384,0.394,0.196
917,2001,45.47414,-69.78884,70194864010538,52929252010538,25,2001,0,0.226,0.281,0.364,0.415,0.394
918,2000,45.1688,-69.48444,71973054010538,52831376010538,21,2000,10,0.252,0.233,0.259,0.206,0.235
919,1999,44.09506,-70.57712,71920241010538,52740099010538,17,1999,10,0.351,0.385,0.442,0.356,0.348
920,2000,46.98745,-67.89786,72024218010538,52820861010538,3,2000,0,0.381,0.493,0.566,0.58,0.524
921,2000,44.60746,-70.50866,72034242010538,52778004010538,7,2000,10,0.068,0.075,0.083,0.111,0.138
922,2000,46.31344,-69.31453,71975801010538,52834166010538,21,2000,0,0.206,0.241,0.324,0.337,0.362
923,1999,45.23498,-69.49242,71878935010538,52682187010538,21,1999,10,0.038,0.061,0.088,0.1,0.116
924,2001,46.64171,-69.78292,70138980010538,52865691010538,3,2001,0,0.135,0.156,0.179,0.206,0.204
925,1999,45.51165,-70.61921,71953295010538,52730623010538,7,1999,0,0.401,0.431,0.47,0.51,0.504
926,1999,45.49564,-69.66084,71877243010538,52680388010538,21,1999,0,0.307,0.332,0.367,0.428,0.481
927,2000,44.06939,-69.4333,72002822010538,52789914010538,15,2000,0,0.036,0.049,0.061,0.078,0.093
928,1999,47.00999,-68.70677,71943081010538,52720341010538,3,1999,0,0.255,0.253,0.265,0.316,0.333
929,2001,44.35738,-70.85681,70163909010538,52883670010538,17,2001,0,0,0,0,0,0
930,1999,47.02332,-69.13902,71929123010538,52743280010538,3,1999,0,0.284,0.353,0.394,0.448,0.41
931,1999,44.57404,-68.82427,71904525010538,52708118010538,27,1999,0,0.14,0.149,0.169,0.191,0.218
932,2000,46.06582,-69.73787,71978715010538,52837063010538,25,2000,10,0.217,0.187,0.237,0.1,0.135
933,2000,44.88765,-67.97553,71991743010538,52850824010538,29,2000,0,0.047,0.068,0.09,0.114,0.126
934,2001,44.94943,-68.28033,70154146010538,52873452010538,9,2001,50,0,0.001,0.028,0.1,0.18
935,1999,44.61349,-68.0002,71955443010538,52732754010538,9,1999,10,0.374,0.348,0.395,0.201,0.154
936,2000,47.00931,-69.30159,72016829010538,52812098010538,3,2000,10,0.154,0.106,0.114,0.075,0.086
937,1999,46.26756,-68.33864,71937826010538,52752416010538,3,1999,10,0.042,0.093,0.161,0.215,0.309
938,2000,46.57574,-68.8951,72017385010538,52812690010538,3,2000,10,0.361,0.407,0.328,0.332,0.051
939,1999,44.56878,-68.35525,71956768010538,52734093010538,9,1999,0,0.026,0.013,0.042,0.082,0.103
940,1999,44.84323,-69.01446,71962927010538,52767835010538,19,1999,10,0.266,0.251,0.151,0.04,0.091
941,2001,46.46283,-68.22101,70139755010538,52866435010538,3,2001,0,0.139,0.187,0.237,0.317,0.34
942,2001,44.62448,-70.46944,70152371010538,52871670010538,7,2001,0,0,0,0,0,0
943,2000,46.21177,-69.78497,71978870010538,52837222010538,25,2000,0,0.218,0.237,0.268,0.289,0.294
944,2001,43.9083,-69.67561,70161677010538,52881273010538,15,2001,0,0.071,0.082,0.112,0.129,0.135
945,1999,45.0987,-69.30976,71878284010538,52681462010538,21,1999,10,0.062,0.038,0.099,0.14,0.207
946,2000,44.68512,-69.29506,71990968010538,52850045010538,27,2000,0,0.238,0.26,0.273,0.318,0.119
947,2001,46.82439,-69.43764,70129940010538,52906656010538,3,2001,10,0.147,0.193,0.167,0.221,0.213
948,2000,43.87296,-69.5991,72003118010538,52790219010538,15,2000,0,0.288,0,0,0,0
949,2001,46.94489,-69.73681,70138742010538,52865445010538,3,2001,10,0.255,0.286,0.341,0.123,0.185
950,2000,44.4883,-69.64933,72001201010538,52788182010538,11,2000,10,0.335,0.408,0.457,0.209,0.236
951,2000,44.89425,-67.3617,71991626010538,52850716010538,29,2000,10,0.099,0.099,0.106,0.037,0.087
952,2000,45.40382,-68.65664,72049627010538,52805694010538,19,2000,10,0.174,0.22,0.253,0.122,0.158
953,1999,44.72886,-70.4873,71950095010538,52727409010538,7,1999,0,0.232,0.299,0.35,0.361,0.453
954,2001,45.7638,-69.56354,70181964010538,52915813010538,21,2001,0,0,0.007,0.009,0.003,0.005
955,2000,46.19539,-68.53055,71964372010538,52822297010538,19,2000,0,0.058,0.117,0.138,0.163,0.092
956,2001,44.7968,-69.72288,70194660010538,52929042010538,25,2001,0,0.074,0.052,0.066,0.082,0.093
957,2001,46.88748,-69.79652,70143971010538,52900657010538,3,2001,10,0.033,0.073,0.124,0.13,0.179
958,2001,46.97402,-68.54911,70139092010538,52865805010538,3,2001,0,0.254,0.281,0,0,0
959,1999,44.60693,-69.43531,71915657010538,52735427010538,11,1999,0,0,0,0,0,0
960,2001,44.30292,-69.77765,70159935010538,52879470010538,11,2001,10,0.256,0.34,0.421,0.482,0.16
961,2001,45.52951,-69.16526,70182337010538,52916244010538,21,2001,10,0.107,0.133,0.122,0.118,0.148
962,2001,43.70218,-70.4345,70148041010538,52867122010538,5,2001,0,0.232,0.268,0.174,0.249,0.255
963,1999,43.84462,-70.32301,71947203010538,52724454010538,5,1999,0,0.597,0.596,0.637,0.662,0.538
964,1999,44.92615,-67.77464,71908444010538,52712202010538,29,1999,10,0.344,0.194,0.263,0.319,0.369
965,1999,45.41774,-69.89531,71898038010538,52701533010538,25,1999,0,0.102,0.134,0.14,0.198,0.251
966,2001,44.90182,-70.05053,70191201010538,52925385010538,25,2001,0,0.057,0.077,0.108,0.153,0.182
967,2000,45.53084,-68.75972,72009572010538,52796858010538,19,2000,10,0.347,0.401,0.062,0.088,0.123
968,2000,45.19106,-67.881,71997505010538,52856828010538,29,2000,10,0.187,0.161,0.201,0.205,0.251
969,2001,43.77001,-70.58133,70149392010538,52868513010538,5,2001,10,0.469,0.351,0.143,0.157,0.192
970,2001,46.17916,-69.76494,70192048010538,52926275010538,25,2001,10,0.113,0.145,0.112,0.111,0.124
971,2001,44.96932,-70.0226,70191061010538,52925243010538,25,2001,0,0,0,0,0,0
972,1999,46.58346,-67.9171,71935563010538,52750111010538,3,1999,0,0,0,0,0,0
973,2000,45.27704,-69.78087,71984157010538,52842918010538,25,2000,10,0.025,0.045,0.092,0.154,0.169
974,2001,45.93404,-69.21528,70181777010538,52915624010538,21,2001,10,0.196,0.228,0.264,0.017,0.018
975,2001,45.73329,-68.77656,70170522010538,52890568010538,19,2001,10,0.166,0.215,0.284,0.174,0.162
976,2000,46.86661,-68.22145,72025437010538,52822135010538,3,2000,0,0.017,0.025,0.018,0.03,0.039
